experiment_id,model_name,pretrain_dataset,checkpoint_name,group_by,group_value,n_total_events,n_valid_events,n_invalid_events,coverage_rate,MAE,MAE_std_err,RMSE,RMSE_std_err,MAPE,MAPE_std_err,Pearson,Pearson_std_err,median_abs_error,std_abs_error
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,global,all,10334,9614,720,0.9303270756725373,13.814651403552112,0.10524431068525014,17.24333975348732,0.10524431068525014,15.939908394112667,0.12737618041852505,-0.0124475939402914,0.010199044131022662,11.6796875,10.319310657816818
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_0,752,665,87,0.8843085106382979,14.880738956766917,0.39933600277524967,18.096503490156945,0.39933600277524967,15.082635017397118,0.40434518173272427,0.19817672169320882,0.03806650501280348,12.7421875,10.297914675788586
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_1,765,687,78,0.8980392156862745,13.249761189956331,0.3762922157766408,16.517642323807465,0.3762922157766408,14.785116956164353,0.42620249919022285,-0.07177354158518953,0.03810949569827851,11.46875,9.862876677033054
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_2,704,684,20,0.9715909090909091,18.547046326754387,0.4711625898050364,22.267396585423207,0.4711625898050364,26.214000761000396,0.6779573802628528,-0.06944048793659703,0.03819954588626164,16.90625,12.322500689622366
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_3,781,755,26,0.9667093469910372,11.510570157284768,0.32565553353008087,14.579510549652884,0.32565553353008087,13.13038786890953,0.3788625303979456,-0.07604569434215366,0.03633650190940204,8.65625,8.948122849048566
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_4,724,703,21,0.9709944751381215,16.554831970128024,0.4376390269589059,20.21649296626895,0.4376390269589059,16.535455566257703,0.4220375815791529,-0.030860481953015034,0.03775148919894966,14.50390625,11.603625566866123
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_5,679,666,13,0.9808541973490427,13.37598536036036,0.345856360013959,16.080474323045845,0.345856360013959,14.455964312266582,0.37354315237256214,0.04888621817796874,0.03876112622374272,12.77734375,8.925506713546412
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_6,725,709,16,0.9779310344827586,11.905379495768688,0.3166619196260982,14.588792747148096,0.3166619196260982,13.077168066476686,0.34351121709662286,0.029115723758365505,0.03759292634547681,10.01953125,8.43177400556795
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_7,780,698,82,0.8948717948717949,15.049745925859598,0.41003109249793196,18.543097077075092,0.41003109249793196,15.17112081667826,0.40781510499351353,-0.06236159378008072,0.03783112489670393,13.625,10.83289420131588
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_8,796,742,54,0.9321608040201005,17.2005980458221,0.4549793131940212,21.200451771279322,0.4549793131940212,24.2216089983823,0.6437045843444601,0.08603091682617862,0.036624439509594625,14.072265625,12.393489507495513
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_9,660,644,16,0.9757575757575757,12.1318965935559,0.3749128902819373,15.41763100640456,0.3749128902819373,13.201274373279576,0.3978062398746143,0.045915897965604746,0.039425226563530216,10.2734375,9.51422255851281
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_10,769,602,167,0.7828348504551366,12.605345463039868,0.3721455166989581,15.564931422054475,0.3721455166989581,13.866439583216039,0.4036610525917832,-0.06900389372544033,0.0407275185971911,10.958984375,9.13084639727769
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_11,688,651,37,0.9462209302325582,11.482124855990783,0.3403012248690742,14.395422762219027,0.3403012248690742,13.844848259540507,0.4118087699529513,0.006625814468480535,0.03925257194880013,10.05078125,8.682684221739976
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_12,568,508,60,0.8943661971830986,11.964828371062993,0.3677165156028808,14.554949651556088,0.3677165156028808,14.135674188754217,0.45157204973817555,-0.1358466735430057,0.044043315036246034,11.18359375,8.287909350996717
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,subject_id,person_13,943,900,43,0.9544008483563097,12.477591145833333,0.3299816142336776,15.92762882420405,0.3299816142336776,14.540344902929283,0.3929665791048,-0.10946946537475265,0.03316988122095422,9.78515625,9.899448427010329
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,discard_reason,,9614,9614,0,1.0,13.814651403552112,0.10524431068525014,17.24333975348732,0.10524431068525014,15.939908394112667,0.12737618041852505,-0.0124475939402914,0.010199044131022662,11.6796875,10.319310657816818
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,discard_reason,annotated_failure_interval,447,0,447,0.0,,,,,,,,,,
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,discard_reason,before_window_seconds,90,0,90,0.0,,,,,,,,,,
PhysFormer_UBFC-rPPG,PhysFormer,UBFC-rPPG,UBFC-rPPG_PhysFormer_DiffNormalized.pth,discard_reason,window_out_of_prediction_bounds,183,0,183,0.0,,,,,,,,,,
